ISIN;Date 
JP3293800003;04/10/2021
;30/06/2022
JP3304200003;21/04/2022
JP3304200003;21/04/2022
FI0009013403;01/10/2020
FI0009013403;01/10/2020
FI0009013403;01/10/2020
FI0009005870;03/02/2022
FI0009005870;03/02/2022
JP3300600008;07/03/2017
NL0011794037;27/08/2020
NL0011794037;27/08/2020
NL0000009082;06/04/2017
NL0000009082;06/04/2017
NL0000009082;06/04/2017
NL0000009082;06/04/2017
JP3283650004;31/03/2021
JP3283650004;31/03/2021
;07/07/2022
;03/11/2022
JP3292000001;07/04/2022
;25/11/2021
;25/11/2021
;27/05/2021
;27/05/2021
;04/06/2020
;04/06/2020
DE0006335003;12/11/2020
DE0006335003;12/11/2020
;27/01/2022
CH0025238863;15/07/2021
JP3266800006;11/03/2021
JP3266800006;11/03/2021
JP3266800006;11/03/2021
JP3266800006;11/03/2021
SE0000549412;06/05/2021
;17/11/2022
;27/01/2022
JP3249600002;19/05/2022
JP3249600002;19/05/2022
;21/07/2022
JP3256900006;28/01/2021
;28/07/2022
;14/07/2022
;14/07/2022
;14/07/2022
;27/05/2021
;10/01/2021
;10/01/2021
;21/10/2021
;21/10/2021
;21/10/2021
;21/10/2021
;21/10/2021
;21/10/2021
;21/10/2021
;20/10/2022
;05/09/2019
;05/09/2019
;05/09/2019
;05/09/2019
;23/08/2019
;23/08/2019
;10/11/2022
;10/11/2022
;10/11/2022
;10/11/2022
;22/09/2022
US5128071082;27/10/2022
US5128071082;27/10/2022
US5128071082;27/10/2022
;28/10/2021
GB00BYW0PQ60;15/12/2016
;05/11/2020
;05/11/2020
DE0005470405;04/08/2022
DE0005470405;04/08/2022
;22/10/2020
;08/12/2022
FI0009010854;05/03/2020
FI0009010854;05/03/2020
;17/11/2021
FR0000072399;01/09/2022
FR0000072399;01/09/2022
;04/10/2021
;04/03/2021
FR0010307819;12/08/2021
FR0010307819;12/08/2021
US5261071071;06/01/2022
US5261071071;06/01/2022
HK0992009065;30/07/2020
HK0992009065;30/07/2020
HK0992009065;30/07/2020
HK0992009065;30/07/2020
AT0000644505;05/12/2019
AT0000644505;05/12/2019
AT0000644505;05/12/2019
;21/04/2022
;21/04/2022
NO0003096208;06/05/2021
;17/11/2022
;17/11/2022
;17/11/2022
US52736R1023;31/07/2018
US52736R1023;31/07/2018
KR7066570003;25/11/2021
KR7066570003;25/11/2021
KR7066570003;25/11/2021
GB00B8W67662;03/12/2020
GB00B8W67662;03/12/2020
GB00B8W67662;03/12/2020
GB00B8W67662;03/12/2020
;10/05/2019
;10/05/2019
;10/05/2019
;24/06/2021
;25/11/2021
;25/11/2021
;25/11/2021
US74005P1049;20/10/2022
;10/06/2021
;10/06/2021
;27/01/2022
JP3965400009;01/08/2020
TW0002301009;25/04/2019
TW0002301009;25/04/2019
;21/04/2022
JP3626800001;16/11/2017
JP3626800001;16/11/2017
;17/11/2021
;17/11/2021
LU0501835309;17/11/2022
LU0501835309;17/11/2022
LU0501835309;17/11/2022
LU0501835309;17/11/2022
LU0501835309;17/11/2022
LU0501835309;17/11/2022
LU0501835309;17/11/2022
;01/12/2022
ES0105027009;23/04/2020
ES0105027009;23/04/2020
BRLRENACNOR1;14/04/2022
BRLRENACNOR1;14/04/2022
;22/04/2021
GB00B0SWJX34;16/12/2021
GB00B0SWJX34;16/12/2021
GB00B0SWJX34;16/12/2021
GB00B0SWJX34;16/12/2021
;22/09/2022
FR0000120321;17/04/2018
FR0000120321;17/04/2018
;01/09/2022
;01/09/2022
;01/09/2022
;23/06/2022
;23/06/2022
;23/06/2022
FR0004620037;02/09/2021
FR0004620037;02/09/2021
;17/11/2022
DE0008232125 (Deutsche Lufthansa AG);04/08/2022
US5500211090;25/06/2020
US5500211090;25/06/2020
US52729N3089;23/08/2019
US52729N3089;23/08/2019
DK0010287234;04/02/2021
DK0010287234;04/02/2021
FR0000121014;20/01/2022
FR0000121014;20/01/2022
FR0000121014;20/01/2022
;19/05/2022
;19/05/2022
;19/05/2022
TW0002882008;13/01/2022
;08/12/2022
;08/12/2022
;14/07/2022
;14/07/2022
;24/06/2021
;28/01/2021
;19/11/2020
;24/06/2021
JP3861200008;05/09/2019
JP3861200008;05/09/2019
;15/10/2020
;15/10/2020
;15/10/2020
;28/07/2022
HU0000073507;17/09/2019
HU0000073507;17/09/2019
INE101A01026;16/01/2020
INE101A01026;16/01/2020
;07/05/2020
;07/05/2020
;29/07/2021
;29/07/2021
;03/02/2022
;03/02/2022
;03/02/2022
;04/11/2019
;04/11/2019
INE215D01010;29/10/2020
INE215D01010;29/10/2020
;21/11/2019
;21/11/2019
;12/11/2020
;12/11/2020
INE998I01010;24/02/2020
INE998I01010;24/02/2020
INE813A01018;07/11/2019
INE813A01018;07/11/2019
INE766P01016;10/12/2020
INE766P01016;10/12/2020
JP3342000001;17/04/2018
JP3342000001;17/04/2018
JP3342000001;17/04/2018
;03/06/2021
;03/06/2021
;07/11/2019
;07/11/2019
;07/11/2019
FR0013153541;19/09/2019
FR0013153541;19/09/2019
;26/05/2022
;26/05/2022
;12/05/2022
;28/04/2022
;30/09/2021
;30/09/2021
;28/04/2022
;28/04/2022
;22/09/2022
;22/09/2022
;22/09/2022
;22/04/2021
;22/04/2021
;02/06/2022
;02/06/2022
FR0000038606;04/08/2022
FR0000038606;04/08/2022
;15/10/2020
;15/10/2020
;15/10/2020
;15/10/2020
US56418H1005;25/11/2021
US56418H1005;25/11/2021
;05/05/2022
CA5649051078;07/11/2019
CA5649051078;07/11/2019
IS0000000388;08/12/2022
IS0000000388;08/12/2022
BRMRFGACNOR0;14/04/2022
BRMRFGACNOR0;14/04/2022
BRMRFGACNOR0;14/04/2022
GB0031274896;01/12/2022
GB0031274896;01/12/2022
GB0031274896;01/12/2022
;13/09/2017
;13/09/2017
;13/09/2017
;13/09/2017
GB00B012BV22;04/08/2022
GB00B012BV22;04/08/2022
GB00B012BV22;04/08/2022
;17/11/2022
JP3870400003;01/09/2019
JP3870400003;01/09/2019
JP3870400003;01/09/2019
;20/10/2022
;04/08/2022
;14/04/2022
;27/10/2022
;11/11/2021
;11/11/2021
US57636Q1040;11/06/2020
US57636Q1040;11/06/2020
;23/06/2022
;06/10/2022
;04/03/2021
;15/09/2022
;07/04/2022
;27/10/2022
AT0000938204;21/04/2022
AT0000938204;21/04/2022
AT0000938204;21/04/2022
;19/05/2022
;06/05/2021
;06/05/2021
;06/05/2021
US5797802064;28/07/2022
US5797802064;28/07/2022
US5801351017;21/03/2018
US5801351017;21/03/2018
;11/03/2021
;11/03/2021
;08/12/2022
;09/01/2022
;15/09/2022
;15/09/2022
;15/09/2022
JP3919800007;06/05/2021
JP3919800007;06/05/2021
JP3918000005;21/10/2021
JP3918000005;21/10/2021
;24/11/2022
;07/04/2022
;07/04/2022
;07/04/2022
ES0176252718;16/09/2021
ES0176252718;16/09/2021
ES0176252718;16/09/2021
ES0176252718;16/09/2021
;21/04/2022
;22/11/2019
;22/11/2019
US5880561015;01/05/2022
US5880561015;01/05/2022
US5880561015;01/05/2022
FR0010241638;12/09/2019
FR0010241638;12/09/2019
FR0010241638;12/09/2019
FR0010241638;12/09/2019
US58933Y1055;16/09/2021
US58933Y1055;16/09/2021
DE0006599905;12/05/2022
DE0006599905;12/05/2022
NZMELE0002S7;15/09/2022
NZMELE0002S7;15/09/2022
;14/07/2022
;29/08/2019
;29/08/2019
FI0009000665;01/12/2019
FI0009000665;01/12/2019
FI0009007835;29/10/2020
FI0009007835;29/10/2020
FI0009007835;29/10/2020
FI0009007835;29/10/2020
FI0009007835;29/10/2020
US5926881054;01/12/2022
US5926881054;01/12/2022
US5926881054;01/12/2022
US5926881054;01/12/2022
US5926881054;01/12/2022
;28/04/2022
;19/05/2022
;17/06/2021
FR0000121261;01/04/2020
FR0000121261;01/04/2020
FR0000121261;01/04/2020
;28/04/2022
US5949181045;23/09/2019
US5949181045;23/09/2019
US5949181045;23/09/2019
SE0000565210;27/05/2021
SE0000565210;27/05/2021
;07/04/2022
;22/07/2021
;22/07/2021
;13/01/2022
;13/01/2022
;13/01/2022
;21/04/2022
;20/08/2020
;13/08/2020
;01/10/2020
;01/10/2020
GB0005622542;28/03/2019
SE0012454841;21/07/2022
SE0012454841;21/07/2022
US60081H1086;28/07/2022
US60081H1086;28/07/2022
US60081H1086;28/07/2022
US60081H1086;28/07/2022
US60081H1086;28/07/2022
;24/02/2022
;24/02/2022
;24/02/2022
;24/02/2022
;24/02/2022
SE0009216278;10/11/2022
;09/06/2022
;09/06/2022
;17/11/2021
;17/11/2021
;10/03/2022
;19/05/2022
INE828O01033;19/08/2021
JP3902400005;16/01/2020
JP3902400005;16/01/2020
JP3899600005;28/07/2022
JP3899600005;28/07/2022
JP3899600005;28/07/2022
JP3899600005;28/07/2022
;29/09/2022
JP3893200000;15/09/2022
JP3893200000;15/09/2022
JP3893200000;04/03/2021
JP3893200000;04/03/2021
;08/12/2022
;21/04/2022
;19/11/2020
;02/06/2022
;28/07/2022
;12/05/2022
;12/05/2022
;12/05/2022
;24/02/2022
;24/02/2022
;24/02/2022
;04/10/2021
;04/10/2021
;04/10/2021
US60871R2094;14/08/2019
US60871R2094;14/08/2019
IT0004965148;01/04/2021
IT0004965148;01/04/2021
IT0004965148;01/04/2021
US50075N1046;30/01/2020
GB00B1CRLC47;20/02/2020
GB00B1CRLC47;20/02/2020
GB00B1CRLC47;20/02/2020
GB00B1CRLC47;20/02/2020
;16/06/2022
;04/01/2022
;04/01/2022
;21/04/2022
;21/04/2022
BE0003853703;16/12/2021
US6153691059;12/05/2022
US6153691059;12/05/2022
US6153691059;12/05/2022
US6153691059;12/05/2022
US6153691059;12/05/2022
GB00BMT9K014;26/08/2021
GB0008085614;01/09/2018
GB0008085614;01/09/2018
GB0008085614;01/09/2018
GB0006043169;24/02/2022
GB0006043169;24/02/2022
;08/10/2020
NO0003054108;21/11/2019
NO0003054108;21/11/2019
NO0003054108;21/11/2019
NO0003054108;21/11/2019
;25/11/2021
;25/11/2021
US55354G1004;08/12/2022
US55354G1004;08/12/2022
US55354G1004;08/12/2022
US55354G1004;08/12/2022
;30/09/2021
;30/09/2021
;30/09/2021
;06/10/2022
;25/08/2022
;04/08/2022
;29/04/2021
;26/09/2019
;26/09/2019
;29/11/2019
;29/11/2019
;28/04/2022
;31/08/2017
;01/12/2022
JP3914400001;20/01/2022
JP3914400001;20/01/2022
;17/11/2022
;24/11/2022
DE000A0H52F5;24/11/2022
DE000A0H52F5;24/11/2022
DE000A0H52F5;24/11/2022
DE000A0H52F5;24/11/2022
DE000A0H52F5;24/11/2022
DE000A0H52F5;24/11/2022
DE000A0H52F5;24/11/2022
DE000A0H52F5;24/11/2022
;06/10/2022
;06/10/2022
;06/10/2022
;06/10/2022
;06/10/2022
;06/10/2022
;06/10/2022
;06/10/2022
;06/10/2022
;06/10/2022
;01/07/2019
;01/07/2019
JP3651210001;09/09/2021
JP3651210001;09/09/2021
JP3651210001;09/09/2021
;19/05/2022
;22/09/2022
;24/03/2022
;14/07/2022
;12/05/2022
;30/07/2020
;30/07/2020
TW0002408002;06/10/2022
TW0002408002;06/10/2022
US6311031081;06/10/2022
US6311031081;06/10/2022
US6311031081;06/10/2022
US6311031081;06/10/2022
US6311031081;06/10/2022
US6311031081;06/10/2022
US6311031081;06/10/2022
;22/09/2022
;31/03/2022
;31/03/2022
;27/01/2022
;27/01/2022
GB00B08SNH34;16/04/2021
GB00B08SNH34;16/04/2021
GB00B08SNH34;16/04/2021
;14/04/2022
;14/07/2022
;14/07/2022
;14/07/2022
;14/07/2022
;12/11/2020
;15/07/2021
GB00B7T77214;12/01/2022
GB00B7T77214;16/12/2022
GB00B7T77214;16/12/2022
GB00B7T77214;16/12/2022
GB00B7T77214;16/12/2022
GB00B7T77214;16/12/2022
GB00B7T77214;16/12/2022
GB00B7T77214;16/12/2022
GB00B7T77214;16/12/2022
GB00B7T77214;16/12/2022
GB00B7T77214;16/12/2022
GB00B7T77214;16/12/2022
GB00B7T77214;16/12/2022
GB00B7T77214;16/12/2022
GB00B7T77214;16/12/2022
GB00B7T77214;16/12/2022
GB00B7T77214;16/12/2022
GB00B7T77214;16/12/2022
GB00B7T77214;12/01/2022
GB00B7T77214;12/01/2022
GB00B7T77214;12/01/2022
;08/07/2021
;13/01/2022
JP3733000008;13/05/2021
JP3733000008;13/05/2021
;10/02/2022
MX01NE000001;01/03/2021
MX01NE000001;01/03/2021
;01/09/2022
CH0038863350;03/12/2020
CH0038863350;03/12/2020
CH0038863350;03/12/2020
US64110L1061;26/08/2021
US64110L1061;26/08/2021
;29/10/2020
;29/10/2020
;29/10/2020
;24/02/2022
;19/05/2022
HK0017000149;16/06/2022
HK0017000149;16/06/2022
HK0017000149;16/06/2022
;16/12/2021
;16/12/2021
;16/12/2021
NZNZPD1114L0;28/01/2019
US6516391066;27/10/2022
US6516391066;27/10/2022
US6516391066;27/10/2022
US65249B2088;23/07/2020
US65249B2088;23/07/2020
FR0000044448;26/05/2022
FR0000044448;26/05/2022
IT0005366767;04/10/2021
IT0005366767;04/10/2021
FR0010112524;29/04/2021
FR0010112524;29/04/2021
GB0032089863;19/08/2021
GB0032089863;19/08/2021
GB0032089863;19/08/2021
GB0032089863;19/08/2021
;10/11/2022
;10/11/2022
JP3738600000;07/07/2022
JP3738600000;07/07/2022
;04/10/2021
ES0161560018;10/09/2019
ES0161560018;10/09/2019
;03/11/2022
;24/03/2022
US6541061031;19/09/2019
US6541061031;19/09/2019
;22/09/2022
JP3657400002;20/05/2021
JP3657400002;20/05/2021
DK0060907293;24/02/2022
DK0060907293;24/02/2022
;17/02/2022
;19/05/2022
JP3686800008;21/07/2022
JP3686800008;21/07/2022
JP3686800008;21/07/2022
;14/04/2022
;25/02/2021
JP3753000003;12/06/2018
JP3753000003;12/06/2018
;06/10/2022
JP3659200004;16/06/2022
JP3659200004;16/06/2022
JP3672400003;26/08/2021
JP3672400003;26/08/2021
JP3677600003;10/06/2021
JP3677600003;10/06/2021
HK0000376142;11/06/2020
HK0000376142;11/06/2020
HK0000376142;11/06/2020
HK0000376142;11/06/2020
HK0000376142;11/06/2020
HK0000376142;11/06/2020
HK0000376142;11/06/2020
HK0000376142;11/06/2020
;12/05/2022
;29/09/2022
SE0000949331;07/01/2021
SE0000949331;07/01/2021
SE0000949331;07/01/2021
;03/11/2022
;28/04/2022
FI0009000681;04/03/2021
FI0009005318;14/05/2020
FI0009005318;14/05/2020
FI0009005318;14/05/2020
VGG6564A1057;09/09/2021
VGG6564A1057;09/09/2021
VGG6564A1057;09/09/2021
JP3762900003;03/12/2020
JP3762900003;03/12/2020
JP3762800005;25/02/2021
JP3762800005;25/02/2021
JP3762800005;25/02/2021
;20/10/2022
US6558441084;29/07/2021
;10/01/2022
;10/01/2022
;10/01/2022
;27/10/2022
;27/10/2022
;16/09/2021
XS0082800375;27/01/2022
PTZON0AM0006;16/12/2021
PTZON0AM0006;16/12/2021
CH0012005267;01/05/2022
;21/07/2022
;21/07/2022
DK0060534915;01/05/2018
DK0060534915;01/05/2018
DK0060336014;10/11/2022
DK0060336014;10/11/2022
DK0060336014;10/11/2022
DK0060336014;10/11/2022
DK0060336014;10/11/2022
DK0060336014;10/11/2022
DK0060336014;25/09/2019
DK0060336014;25/09/2019
DK0060336014;25/09/2019
;01/12/2022
US6293775085;11/03/2021
US6293775085;11/03/2021
;22/09/2022
JP3165700000;11/06/2020
JP3165700000;11/06/2020
JP316565ADB7;25/02/2021
JP316565ADB7;25/02/2021
JP3165650007;02/12/2021
JP3165650007;02/12/2021
JP3165650007;05/11/2020
JP3165650007;05/11/2020
;01/12/2022
;01/12/2022
;01/12/2022
NL0010395208;25/03/2021
NL0010395208;25/03/2021
BE0974258874;08/12/2022
BE0974258874;08/12/2022
;08/12/2022
;08/12/2022
;08/12/2022
;08/12/2022
;25/02/2021
JP3190000004;01/12/2022
JP3190000004;01/12/2022
;07/07/2022
;04/08/2022
COF11PA00014;04/10/2021
COF11PA00014;04/10/2021
;29/07/2021
;17/11/2022
;25/02/2021
;19/05/2022
US6907684038;05/03/2020
US6907684038;05/03/2020
FI02131514;17/03/2022
;30/06/2022
;13/10/2022
JP3192400004;13/10/2022
JP3192400004;13/10/2022
;17/11/2022
US6792951054;01/09/2022
US6792951054;01/09/2022
US6792951054;01/09/2022
;13/10/2022
SG1Q75923504;04/09/2019
SG1Q75923504;04/09/2019
SG1Q75923504;04/09/2019
SG1Q75923504;04/09/2019
;25/11/2021
;25/11/2021
;25/11/2021
;25/11/2021
;25/11/2021
;16/12/2021
;20/08/2020
;12/05/2022
JP3197800000;02/06/2022
JP3197800000;02/06/2022
;08/04/2021
;08/04/2021
;02/06/2022
JP3197600004;22/10/2020
JP3197600004;22/10/2020
JP3197600004;22/10/2020
JP3197600004;22/10/2020
BE0974276082;23/06/2022
BE0974276082;23/06/2022
BE0974276082;23/06/2022
;29/09/2022
;08/12/2022
;01/06/2021
;12/05/2022
;12/05/2022
;12/05/2022
;04/02/2021
;24/11/2022
;05/05/2022
FR0000133308;06/05/2021
FR0000133308;06/05/2021
SE0001174889;08/07/2021
SE0001174889;08/07/2021
;28/07/2022
;28/07/2022
;28/07/2022
AU000000ORG5;15/03/2018
AU000000ORG5;15/03/2018
NO0003733800;18/08/2022
NO0003733800;18/08/2022
NO0003733800;18/08/2022
NO0003733800;18/08/2022
NO0003733800;18/08/2022
NO0003733800;18/08/2022
NO0003733800;18/08/2022
;22/09/2022
DK0060094928;01/10/2021
DK0060094928;01/10/2021
DK0060094928;01/10/2021
DK0060094928;01/10/2021
DK0060094928;01/10/2021
DK0060094928;01/10/2021
;27/10/2022
;15/09/2022
;07/07/2022
;08/12/2022
;10/11/2022
;10/11/2022
;10/11/2022
;17/03/2022
AT0000APOST4;28/06/2017
;13/05/2021
;26/09/2019
;26/09/2019
FI0009002422;16/12/2021
IT0005043507;07/04/2022
IT0005043507;07/04/2022
IT0005043507;07/04/2022
IT0005043507;07/04/2022
IT0005043507;07/04/2022
US6907421019;15/10/2019
US6907421019;15/10/2019
;22/09/2022
;22/09/2022
;25/08/2022
;06/10/2022
US6937181088;06/05/2021
US6937181088;06/05/2021
;28/01/2021
;27/10/2022
;28/10/2021
;28/10/2021
;28/10/2021
;27/10/2022
JP3866800000;26/10/2017
JP3866800000;26/10/2017
JP3866800000;26/10/2017
DK0060252690;16/09/2021
;09/06/2022
;06/01/2022
;12/05/2022
;12/05/2022
;07/04/2022
;21/10/2021
;21/10/2021
;25/08/2022
;06/01/2022
;27/01/2022
;01/12/2022
;01/12/2022
;01/12/2022
IT0005378143;25/06/2020
;09/07/2020
;09/07/2020
US70450Y1038;08/04/2021
US70450Y1038;08/04/2021
US70450Y1038;08/04/2021
;16/07/2020
GB0006776081;16/04/2020
GB0006776081;16/04/2020
GB0006776081;16/04/2020
;04/10/2021
;16/12/2021
US7134481081;14/01/2021
US7134481081;14/01/2021
FR0000120693;20/08/2019
FR0000120693;20/08/2019
FR0000120693;20/08/2019
GB0006825383;19/08/2021
GB0006825383;19/08/2021
SE0007756895;10/02/2022
SE0007756895;10/02/2022
;10/11/2022
;19/05/2022
GB00BJ62K685;30/06/2022
GB00BJ62K685;30/06/2022
US7170811035;22/04/2021
US7170811035;22/04/2021
US7170811035;22/04/2021
US7170811035;22/04/2021
US7170811035;22/04/2021
;22/09/2022
;01/12/2022
;01/12/2022
;01/12/2022
US7181721090;21/07/2022
US7181721090;21/07/2022
US7181721090;21/07/2022
US7181721090;21/07/2022
US7181721090;21/07/2022
;17/11/2022
US71943U1043;24/03/2022
;08/12/2022
;11/01/2022
;10/11/2022
;10/11/2022
;10/11/2022
;10/11/2022
;27/10/2022
;27/10/2022
US72147K1088;15/04/2021
US72147K1088;15/04/2021
;03/09/2020
;23/06/2022
;23/06/2022
;23/06/2022
;22/09/2022
;22/09/2022
;22/09/2022
IT0004623051;12/05/2022
IT0004623051;12/05/2022
;03/02/2022
;17/03/2022
;05/05/2022
FR0000124570;03/02/2022
FR0000124570;03/02/2022
FR0000124570;03/02/2022
FR0000124570;03/02/2022
;28/01/2021
;28/01/2021
;28/01/2021
SE0004977692;14/04/2022
;27/10/2022
;25/06/2020
;30/06/2022
JP3855900001;23/06/2022
JP3855900001;23/06/2022
INE441D01020;17/12/2020
;04/03/2021
;17/02/2022
;03/06/2021
;27/10/2022
;27/10/2022
;27/10/2022
;27/10/2022
NZPOAE0001S4;15/04/2021
NZPOAE0001S4;15/04/2021
NZPOAE0001S4;15/04/2021
NO0010745532;02/12/2021
NO0010745532;02/12/2021
NO0010745532;02/12/2021
;09/06/2022
;09/06/2022
;09/06/2022
NL0009739416;10/05/2019
NL0009739416;10/05/2019
;21/04/2022
;21/04/2022
IT0003874101;17/11/2021
IT0003874101;17/11/2021
;10/11/2022
;18/08/2022
;15/09/2022
;07/07/2022
;03/11/2022
;03/11/2022
;03/11/2022
;01/07/2021
;01/07/2021
;01/07/2021
;01/07/2021
;01/12/2022
;22/09/2022
US7427181091;06/10/2022
US7427181091;06/10/2022
US7427181091;06/10/2022
;20/10/2022
;25/03/2021
DE0006968001;01/12/2022
DE0006968001;01/12/2022
US74340W1036;09/11/2018
US74340W1036;09/11/2018
US74340W1036;09/11/2018
US74340W1036;09/11/2018
;05/05/2022
BE0003810273;22/09/2022
BE0003810273;22/09/2022
BE0003810273;22/09/2022
BE0003810273;22/09/2022
BE0003810273;22/09/2022
BE0003810273;22/09/2022
BE0003810273;13/07/2016
BE0003810273;13/07/2016
BE0003810273;13/07/2016
;20/10/2022
;20/10/2022
;20/10/2022
IT0004176001;21/10/2021
IT0004176001;21/10/2021
FR0000121501;14/11/2019
FR0000121501;14/11/2019
FR0000130577;21/07/2022
FR0000130577;21/07/2022
FR0000130577;21/07/2022
FR0000130577;21/07/2022
FR0000130577;21/07/2022
;10/02/2022
;22/07/2021
;22/07/2021
;15/11/2018
;15/11/2018
;27/01/2022
DE0006969603;25/06/2019
DE0006969603;25/06/2019
US6936561009;02/07/2020
US6936561009;02/07/2020
US6936561009;02/07/2020
;31/03/2022
GB00B0WMWD03;23/06/2022
GB00B0WMWD03;23/06/2022
GB00B0WMWD03;23/06/2022
GB00B0WMWD03;23/06/2022
GB00B0WMWD03;23/06/2022
GB00B0WMWD03;23/06/2022
GB00B0WMWD03;23/06/2022
;10/11/2022
;01/09/2022
;01/09/2022
;01/09/2022
;19/05/2022
;19/05/2022
;13/01/2022
;01/07/2022
;01/07/2022
;24/09/2020
;24/09/2020
SE0001857533;06/10/2022
SE0001857533;06/10/2022
AT0000606306;09/01/2022
AT0000606306;29/09/2022
AT0000606306;29/09/2022
AT0000606306;29/09/2022
AT0000606306;29/09/2022
AT0000606306;29/09/2022
AT0000606306;29/09/2022
AT0000606306;29/09/2022
;01/10/2022
;01/10/2022
;01/10/2022
;01/10/2022
;01/10/2022
;01/12/2022
;01/12/2022
US7512121010;02/07/2020
US7512121010;02/07/2020
;22/10/2020
;21/10/2021
;21/10/2021
;21/10/2021
;21/10/2021
;21/10/2021
GB0002148343;03/11/2022
GB0002148343;03/11/2022
GB0002148343;03/11/2022
GB0002148343;22/11/2022
GB0002148343;22/11/2022
GB0002148343;22/11/2022
;08/12/2022
;08/12/2022
;08/12/2022
;18/08/2022
;07/01/2021
;13/10/2022
GB00B24CGK77;21/01/2021
GB00B24CGK77;21/01/2021
GB00B24CGK77;21/01/2021
;17/03/2022
ES0173093115;21/07/2022
ES0173093115;21/07/2022
ES0173093115;21/07/2022
;11/08/2022
;11/08/2022
;11/08/2022
;20/10/2022
;28/01/2021
;28/01/2021
;28/01/2021
;07/04/2022
;06/01/2022
;21/07/2022
US7588491032;28/04/2022
;21/10/2021
;21/10/2021
INE110L08045;01/03/2022
INE110L08045;01/03/2022
INE110L08045;01/03/2022
INE110L08045;01/03/2022
;11/08/2022
;01/09/2022
;01/09/2022
;01/09/2022
;01/09/2022
;01/09/2022
;03/09/2020
FR0000130395;01/12/2022
FR0000130395;01/12/2022
FR0000130395;01/12/2022
FR0000130395;01/12/2022
FR0000130395;01/12/2022
FR0000130395;01/12/2022
FR0000130395;01/12/2022
FR0000130395;01/12/2022
FR0000130395;01/12/2022
FR0000130395;01/12/2022
JP3164720009;18/08/2022
JP3164720009;18/08/2022
US7607591002;23/09/2019
US76117W1099;04/08/2022
US76117W1099;04/08/2022
CA76131D1033;09/09/2021
CA76131D1033;09/09/2021
CA76131D1033;09/09/2021
;11/02/2021
FR0010451203;18/08/2022
FR0010451203;18/08/2022
FR0010451203;18/08/2022
FR0010451203;18/08/2022
FR0010451203;18/08/2022
FR0010451203;17/10/2019
FR0010451203;17/10/2019
;15/09/2022
;28/01/2021
GB0007370074;25/11/2021
GB0007370074;25/11/2021
GB0007370074;25/11/2021
JP3973400009;06/01/2022
JP3973400009;06/01/2022
;16/12/2021
;17/02/2022
;02/09/2021
;12/05/2022
;17/06/2021
;27/10/2022
;19/05/2022
;30/04/2020
;30/04/2020
;30/04/2020
DK0010219153;10/12/2020
DK0010219153;10/12/2020
JP3982800009;10/02/2022
JP3982800009;10/02/2022
;02/09/2021
;02/09/2021
;02/09/2021
;26/05/2022
;26/05/2022
GB00BVFNZH21;24/11/2022
GB00BVFNZH21;24/11/2022
GB00BVFNZH21;24/11/2022
NL0000337319;15/07/2021
NL0000337319;15/07/2021
NL0000337319;15/07/2021
NL0000009827;17/11/2022
NL0000009827;17/11/2022
;30/06/2022
;30/06/2022
;22/09/2022
;22/09/2022
;22/09/2022
NL0000009538;24/11/2022
NL0000009538;24/11/2022
NL0000009538;24/11/2022
NL0000009538;06/12/2018
NL0000009538;06/12/2018
NL0000009538;06/12/2018
NL0000009538;06/12/2018
GB0007594764;24/02/2022
GB0007594764;24/02/2022
GB0007594764;24/02/2022
;24/11/2022
;24/11/2022
